word,tran,type,frq,exchange
disaffection,"n. 不满, 不平, 背叛\n[法] 挑唆背判, 离判, 不满",0,13899,s:disaffections
disagree,vi.有分歧；不一致,3,5875,p:disagreed/3:disagrees/i:disagreeing/d:disagreed
disagreeable,a. 不愉快的；难以相处的，乖戾的,8,12010,
disagreement,"n. 不合, 争论, 不一致\n[法] 不一致, 不同意, 陪审团的意见不一",3,5674,s:disagreements
disallow,"vt. 不许, 不准, 驳回\n[法] 拒绝接受, 拒绝承认, 不允许",0,20730,d:disallowed/p:disallowed/i:disallowing/3:disallows/s:disallows
disappear,vi.不见，失踪；消失,2,4116,p:disappeared/d:disappeared/3:disappears/i:disappearing
disappearance,"n. 看不见, 失踪, 消失",9,6416,s:disappearances
disappeared,a. 消失的；消失了的,0,2335,0:disappear/1:pd/d:disappeared/p:disappeared/s:disappeareds
disappearing,"v. 不见, 消失( disappear的现在分词 ); 不复存在; 掩始; 隐显",9,6609,0:disappear/1:i/i:disappearing
disappoint,vt.使失望，使受挫折,3,12114,p:disappointed/d:disappointed/3:disappoints/i:disappointing
disappointed,a. 失望的,9,3030,0:disappoint/d:disappointed/p:disappointed/i:disappointing
disappointing,"a. 使失望的, 期待落空的, 令人沮丧的",9,4945,i:disappointing/0:disappointing/1:i
disappointingly,adv. 令人失望地,0,15454,
disappointment,n. 失望,3,3895,s:disappointments
disapproval,n. 不赞成,9,7321,s:disapprovals
disapprove,v. 不赞成,9,13524,p:disapproved/d:disapproved/3:disapproves/i:disapproving
disapproving,"a. 不满的, 反对的\nv. 不赞成( disapprove的现在分词 )",9,13086,0:disapprove/1:i/i:disapproving
disapprovingly,"adv. 不以为然地, 不赞成地, 非难地",0,18705,
disarm,"vt. 解除武装, 裁军, 缓和\nvi. 放下武器",9,14484,d:disarmed/i:disarming/p:disarmed/3:disarms
disarmament,"n. 裁军\n[法] 裁军, 解除军备",9,7930,
disarming,"a. 似消除的,似解除警戒心的",7,13481,0:disarm/1:i/i:disarming
disarmingly,adv. 使人消除敌意地；使人消气地；解人疑虑地,0,18787,
disarrange,"vt. 扰乱,搅乱,弄乱",7,24896,d:disarranged/p:disarranged/i:disarranging/3:disarranges
disarray,"vt. 弄乱,使混乱,使脱去衣服 n. 无秩序,杂乱,不整齐的衣服",7,10984,i:disarraying/p:disarrayed/3:disarrays/d:disarrayed
disassemble,"vt. 解开, 拆开",9,23810,d:disassembled/i:disassembling/3:disassembles/p:disassembled
disassociate,v. (使)分离,0,21374,p:disassociated/d:disassociated/3:disassociates/i:disassociating
disaster,n.灾难，灾祸；天灾,3,2572,s:disasters
disastrous,adj. 灾难性的，极不幸的，极坏的,5,4654,
disastrously,adv. 悲惨地,0,15006,
disavow,v. 否认，否定，抵赖,8,21731,d:disavowed/p:disavowed/i:disavowing/3:disavows/s:disavows
disavowal,"n. 否认, 否定, 拒绝\n[法] 拒绝承担责任, 抵赖, 否认",0,21375,s:disavowals
disband,"vt. 解散,使退伍 vi. 解散",7,15866,d:disbanded/p:disbanded/i:disbanding/3:disbands
disbar,v. 取消律师资格,8,24709,d:disbarred/p:disbarred/i:disbarring/3:disbars
disbelief,"n. 不信, 怀疑",9,6633,s:disbeliefs
disbelieve,"v. 不信, 怀疑",9,18263,i:disbelieving/d:disbelieved/p:disbelieved/3:disbelieves
disburse,"vt. 支付,支出,分配",7,22428,d:disbursed/p:disbursed/i:disbursing/3:disburses
disbursement,"n. 支付, 支出\n[经] 支付",0,19667,s:disbursements
disc,"n. 圆盘, 唱片\nvt. 灌唱片",6,3562,s:discs
discard,vt.丢弃，抛弃，遗弃,4,10503,d:discarded/p:discarded/i:discarding/3:discards/s:discards
discarded,"v. 丢弃, 抛弃( discard的过去式和过去分词 ); 不再使用",9,5711,0:discard/1:dp/d:discarded/p:discarded
discern,v. 看出，了解，识别,5,10261,d:discerned/p:discerned/3:discerns/i:discerning
discernable,"a. (=discernible)可辨别的, 可认识的",0,21732,
discernible,adj. 可分别的,7,9813,
discerning,a. 识别力强的,8,11575,0:discern/1:i/i:discerning
discernment,"[法] 认识, 识别, 洞察力",9,18264,
discharge,vt.释放；排出 n.释放,4,3784,d:discharged/s:discharges/i:discharging/3:discharges/p:discharged
disciple,"n. 弟子,门徒",7,13398,s:disciples/i:discipling/d:discipled
discipleship,n. 做弟子的身份（期间）,0,17541,
disciplinarian,"a. 惩戒性的, 纪律的\nn. 执行纪律者, 厉行纪律的人",0,19260,s:disciplinarians
disciplinary,"a. 训练的, 纪律的, 训诫的\n[法] 纪律的, 惩戒性的",9,4318,
discipline,n.纪律；训练 vt.训练,4,1463,s:disciplines/d:disciplined/i:disciplining/3:disciplines/p:disciplined
disciplined,a. 遵守纪律的；受过训练的,9,7197,1:dp/0:discipline/d:disciplined
disclaim,"vt. vi. 放弃,弃权,拒绝",7,19866,d:disclaimed/i:disclaiming/p:disclaimed/3:disclaims
disclaimer,n. 否认，拒绝,8,13291,s:disclaimers
disclose,vt.揭开，揭发；透露,4,6180,d:disclosed/i:disclosing/p:disclosed/3:discloses
disclosure,"n. 揭发, 泄露, 揭发(或暴露)的事实\n[经] 揭示, 披露",9,4809,s:disclosures
disco,"n. 夜总会, 迪斯科, 的士高",9,5700,s:discos/i:discoing/f:discos
discography,n. 唱片分类目录；录音音乐研究,8,20392,
discoloration,"n. 变色, 污染",0,20947,
discolored,"a. 脱色的, 污染的",0,26172,
discombobulate,v. 扰乱，使困惑,8,24897,i:discombobulating/p:discombobulated/3:discombobulates/d:discombobulated
discombobulated,a. 扰乱的，打乱的,8,24710,1:pd/0:discombobulate
discomfit,v. 使懊恼；使难堪,8,24384,d:discomfited/p:discomfited/i:discomfiting/3:discomfits
discomfited,a. 困惑的，尴尬的,8,20082,0:discomfit/1:dp/p:discomfited
discomfiture,n. 狼狈，难堪,8,18448,s:discomfitures
discomfort,"n. 困苦, 不适, 烦闷, 不快活",9,6226,s:discomforts/d:discomforted/i:discomforting/p:discomforted
discompose,v. 使失态，慌张,8,24898,d:discomposed/p:discomposed/i:discomposing/3:discomposes
disconcert,v. 使...尴尬,8,22826,p:disconcerted/d:disconcerted/i:disconcerting/3:disconcerts
disconcerting,"a. 困惑的, 不安的, 尴尬的\nv. 使不安( disconcert的现在分词); 使为难; 使慌张; 使窘迫",9,10796,i:disconcerting/0:disconcerting/1:i
disconnect,"vt. 使分离, 使不相连, 拆开 vi. 断开",9,17758,d:disconnected/p:disconnected/3:disconnects/i:disconnecting
disconnected,"a. 分离的, 不连贯的",0,11708,0:disconnect/1:dp/p:disconnected/d:disconnected
disconnection,"n. 分离, 断开, 分开\n[计] 断开, 拆接, 不连接",0,19459,s:disconnections
discontent,n. 不满,9,6471,s:discontents/i:discontenting/p:discontented/3:discontents/d:discontented
discontented,a. 不满意的,0,15455,1:pd/0:discontent
discontinue,"vi. 中断, 终止, 停止 vt. 使中止",9,15513,d:discontinued/p:discontinued/i:discontinuing/3:discontinues
discontinued,"v. （使）终止, 中断, 中止( discontinue的过去式和过去分词 )",0,9289,0:discontinue/1:dp/p:discontinued/d:discontinued
discontinuity,"n. 间断, 中断, 不连续\n[电] 间断性",9,12594,s:discontinuities
discontinuous,"a. 不连续的, 断续的, 间断的\n[法] 中断的, 不连续的, 间断的",0,15569,
discord,"n. 不调和, 不和\nvi. 不一致, (声音)刺耳",9,13640,s:discords/i:discording/p:discorded/3:discords/d:discorded
discordant,"a. 不调和的, 不和的",0,14242,
discotheque,"n. 夜总会, 迪斯科, 的士高",0,19353,s:discotheques
discount,v. 怀疑地看待，漠视，低估 [ˈdɪskaʊnt] n. (打)折扣 || at a discount打折扣,3,3137,s:discounts/d:discounted/i:discounting/p:discounted/3:discounts
discounted,a. 已贴现的；已折扣的\nv. 打折扣(discount的过去分词)；不重视,9,7828,0:discount/1:dp/p:discounted/d:discounted
discounter,[经] 折扣商店,0,23811,s:discounters
discounting,vt. 折现；贴现；折扣；计算现值（discount的现在分词）,0,10916,0:discount/1:i/i:discounting
discourage,vt.使泄气，使灰心,3,7489,d:discouraged/p:discouraged/i:discouraging/3:discourages
discouragement,"n. 使泄气, 使气馁, 使沮丧, 使丧失信心, 使失去信心, 阻拦, 劝阻, 留难",0,17542,s:discouragements
discouraging,a. 令人气馁的,9,11336,0:discourage/1:i/i:discouraging
discourse,"n. 谈话, 演讲\nvi. 谈话, 讲述",6,2905,s:discourses/i:discoursing/p:discoursed/3:discourses/d:discoursed
discover,vt.发现；暴露，显示,2,2362,p:discovered/d:discovered/i:discovering/3:discovers
discoverer,n. 发现者,0,17996,s:discoverers
discovery,n.发现；被发现的事物,2,2553,s:discoveries
discredit,v. 使不相信，使怀疑；n. 丧失名誉,8,11474,d:discredited/i:discrediting/p:discredited/3:discredits
discredited,a. 不足信的；不名誉的,9,9585,0:discredit/1:dp/d:discredited/p:discredited
discreet,adj. (言行)谨慎的，慎重的，不显眼的,5,7099,t:discreetest
discreetly,"adv. 谨慎地, 小心地",9,9376,
discrepancy,n. 差异，不符合,5,8379,s:discrepancies
discrepant,"a. 不符合的, 有差异的, 矛盾的",0,20842,
discrete,adj. 个别的，分离的，不连续的,5,7377,s:discretes
discretion,"n. 慎重,辨别力,考虑,处理权",6,3320,s:discretions
discretionary,a. 自由决定的,8,6598,
discriminant,[计] 判别式,9,20503,s:discriminants
discriminate,v. 区别，辨别，有差别的对待  adj. 有区别的，有差别的，有识别力的,5,7748,d:discriminated/i:discriminating/3:discriminates/p:discriminated
discriminating,"a. 区别性的, 有识别力的, 有差别的",9,11207,0:discriminate/1:i/i:discriminating
discrimination,"n. 差别, 岐视, 辨别力\n[化] 鉴别",3,3142,s:discriminations
discriminatory,"a. 有辨识力的, 有差别的",9,9439,
discursive,a. （表达）散漫的，无层次的,8,9788,
discus,"n. 铁饼, 掷铁饼比赛\n[医] 盘, 板, [圆]片",0,15117,
discuss,vt.讨论，谈论；论述,2,1506,d:discussed/i:discussing/p:discussed/3:discusses
discussion,n.讨论，谈论；论述,2,1030,s:discussions
disdain,"n. 轻蔑 vt. 蔑视,鄙弃",6,10591,i:disdaining/p:disdained/d:disdained/3:disdains/s:disdains
disdainful,"a. 轻蔑的, 倨傲的",0,16848,
disdainfully,adv. 轻蔑地,0,19962,
disease,n.病，疾病；病害,2,980,s:diseases
diseased,"a. 害病的, 病态的, 不健全的",9,12115,
disembark,v. 下船; 下飞机,9,19668,p:disembarked/i:disembarking/d:disembarked/3:disembarks
disembodied,a. 无实体的，空洞的,8,15118,0:disembody/d:disembodied/p:disembodied/3:disembodies/i:disembodying/s:disembodies
disembody,v. 使脱离实体，使脱离现实,8,24899,p:disembodied/d:disembodied/s:disembodies/i:disembodying/3:disembodies
disenchant,v. 对...不再抱幻想，使清醒,8,24900,i:disenchanting/p:disenchanted/3:disenchants/d:disenchanted
disenchanted,"a. 感到幻灭的, 不再抱幻想的, 不再着迷的",9,15999,1:pd/0:disenchant
disenchantment,"n. 觉醒, 清醒",0,13482,
disenfranchise,vt. 剥夺…的公民权（等于disfranchise）,9,23420,d:disenfranchised/p:disenfranchised/3:disenfranchises/i:disenfranchising
disenfranchised,"v. 剥夺…的选举权, 剥夺…的公民权, 终止…的特许权( disenfranchise的过去式和过去分词 )",0,18265,0:disenfranchise/1:dp/d:disenfranchised/p:disenfranchised
disenfranchisement,"[法] 剥夺公民权, 剥夺选举权, 剥夺特权",0,23177,
disengage,v. 脱离，解开,8,19050,p:disengaged/i:disengaging/d:disengaged/3:disengages
disengagement,"n. 分开, 空闲, 解脱",9,17997,
disentangle,v. 解决，解脱，解开，澄清,8,15266,i:disentangling/p:disentangled/d:disentangled/3:disentangles
disequilibrium,"n. 不均衡, 失调\n[医] 平衡不稳",0,16397,
disfavor,"n. 厌恶, 不悦, 失宠\nvt. 不赞成, 冷待",0,24901,
disfigure,"vt. 毁损…的外观,使…变丑;  破坏…的价值",7,22180,d:disfigured/i:disfiguring/3:disfigures/p:disfigured
disfigured,"v. 损毁…的外形, 使变丑( disfigure的过去式和过去分词 )",0,15933,0:disfigure/1:dp/d:disfigured/p:disfigured
disfigurement,[医] 损形,0,21053,s:disfigurements
disfranchise,v. 剥夺...的权利（尤指选举权或公民权）,8,24902,d:disfranchised/p:disfranchised/i:disfranchising/3:disfranchises
disgorge,v. 呕出；（水）流走,8,22181,p:disgorged/i:disgorging/d:disgorged/3:disgorges
disgrace,"n. 耻辱, 不名誉\nvt. 使受耻辱, 使失体面",6,7258,p:disgraced/d:disgraced/i:disgracing/3:disgraces/s:disgraces
disgraced,"a. （人）丢脸的, 耻辱的, 不光彩的",9,12265,0:disgrace/1:pd/d:disgraced
disgraceful,"a. 可耻的, 不名誉的",9,9564,
disgruntle,v. 使不满意,8,26173,i:disgruntling/p:disgruntled/3:disgruntles/d:disgruntled
disgruntled,"a. 不满意的, 满腹牢骚的, 不高兴的",9,11208,1:pd/0:disgruntle
disguise,vi.隐瞒，掩埋 n.假装,4,5927,d:disguised/i:disguising/p:disguised/3:disguises/s:disguises
disguised,v. 假扮( disguise的过去式和过去分词 ); 化装; 伪装; 掩盖,9,7268,0:disguise/1:dp/d:disguised/p:disguised
disgust,n.厌恶，憎恶,4,6212,d:disgusted/p:disgusted/3:disgusts/i:disgusting
disgusted,a. 厌恶的; 厌烦的,9,9069,0:disgust/1:dp/d:disgusted/p:disgusted/s:disgusteds
disgusting,a. 令人厌恶的,3,5822,1:i/0:disgust
dish,n.碟，盘子；菜肴,2,3677,s:dishes/i:dishing/d:dished/p:dished/3:dishes
disharmony,"n. 不调和, 不一致, 不和谐\n[医] 不和谐, 失谐, 失调",0,18872,s:disharmonies
dishearten,v. 使...灰心,8,23964,d:disheartened/p:disheartened/i:disheartening/3:disheartens
disheartening,a. 使人沮丧的\nv. dishearten（使泄气）的现在分词形式,0,20179,1:i/0:dishearten
dishevel,v. 使蓬乱，使头发凌乱,8,26174,i:dishevelling/p:dishevelled/3:dishevels/d:dishevelled
disheveled,a. （指毛发或衣服）凌乱的,8,26175,
dishonest,"a. 不忠实的, 不诚实的, 欺诈的",9,8768,
dishonesty,"n. 不诚实, 诈欺, 不正",9,10504,s:dishonesties
dishonor,n.不光彩；丢脸的人,4,26176,
dishonorable,"a. 不名誉的, 无耻的, 耻辱的, 不光彩的",0,24903,
dishwasher,"n. 洗碗机, 洗碗工",9,26177,s:dishwashers
disillusion,v. 梦想破灭，醒悟,8,14745,d:disillusioned/i:disillusioning/p:disillusioned/3:disillusions/s:disillusions
disillusioned,"a. 幻想破灭了的, 大失所望的, 醒悟了的",9,9257,0:disillusion/1:dp/d:disillusioned/p:disillusioned
disillusionment,"n. 幻灭,觉醒",9,11450,s:disillusionments
disincentive,a. 抑制的\nn. 抑制因素,9,13771,s:disincentives
disinclined,"a. 不愿意的, 无意于...的",0,16528,1:pd/0:disincline
disinfect,v. 杀菌，消毒,8,22182,p:disinfected/d:disinfected/i:disinfecting/3:disinfects
disinfectant,n. 消毒剂,8,13684,s:disinfectants
disinfection,n. 消毒\n[医] 消毒,0,15169,
disinformation,n. 假情报,0,19354,
disingenuous,"a. 不老实的, 不诚实的, 狡猾的",9,17175,
disintegrate,"vt. (使)分解, (使)碎裂\n[医] 分解, 分裂, 蜕变",9,15514,d:disintegrated/i:disintegrating/p:disintegrated/3:disintegrates
disintegrating,a. 分裂的；瓦解的,0,14656,0:disintegrate/1:i/i:disintegrating
disintegration,n. 瓦解\n[化] 破碎; 崩解; 蜕变,9,9273,s:disintegrations
disinter,v. 挖出，挖掘,8,24113,d:disinterred/p:disinterred/i:disinterring/3:disinters
disinterest,"n. 无兴趣, 不关心\nvt. 使不关心",0,18788,
disinterested,"a. 无私欲的, 廉洁的, 公平的",9,12431,
disjointed,"a. 关节脱位的, 脱臼的, 脱节的, 没有条理的, 次序混乱的, 杂乱的, 支离的\n[计] 不交的",9,15061,1:pd/0:disjoint
disjunction,n. 分离，分裂,8,19355,s:disjunctions
disjunctive,a. 分离的，相反的,8,21843,
disk,n.圆盘，唱片；磁盘,4,2618,s:disks/f:disks
diskette,n. 磁盘\n[计] 软磁盘,0,21612,s:diskettes
dislike,vt.&n.不喜爱，厌恶,3,5070,p:disliked/d:disliked/3:dislikes/i:disliking/s:dislikes
dislocate,v. 使脱臼；把...弄乱,8,23303,p:dislocated/d:dislocated/i:dislocating/3:dislocates
dislocated,"a. [医]移位的, 离位的, 脱位的\nv. 使（骨头）关节脱位( dislocate的过去式和过去分词 ); 使（交通, 事务等）混乱",0,13946,0:dislocate/1:pd/p:dislocated/d:dislocated
dislocation,"n. 脱臼, 转位, 混乱",9,12235,s:dislocations
dislodge,v. 逐出，取出,8,14291,d:dislodged/i:dislodging/p:dislodged/3:dislodges
disloyal,"a. 不实的, 不义的, 不忠的",0,15934,
disloyalty,"n. 不忠实, 不忠行为, 不义",0,17176,
dismal,"a. 阴沉的,凄凉的,暗的 n. 低落的情绪,沼泽",7,8051,
dismally,adv. 沉闷地；阴暗地,0,16849,
dismantle,"vt. 拆除...的设备, 分解, 去除覆盖物",9,11827,d:dismantled/i:dismantling/p:dismantled/3:dismantles
dismantling,(枪枝)分解,9,9182,0:dismantle/1:i/i:dismantling/s:dismantlings
dismay,v. (使)惊恐，使沮丧，使绝望,5,7014,p:dismayed/d:dismayed/i:dismaying/s:dismays/3:dismays
dismayed,a. 惊愕的; 惊慌的; 沮丧的; 失望的,9,10372,0:dismay/1:pd/p:dismayed/d:dismayed
dismember,"vt. 割断手足, 支解, 分割",0,21613,i:dismembering/d:dismembered/p:dismembered/3:dismembers
dismembered,"v. 分割…的肢体, 肢解( dismember的过去式和过去分词); 身首异处",0,16850,0:dismember/1:dp/p:dismembered/d:dismembered
dismemberment,[医] 肢体[部分]切断,0,19762,
dismiss,vt.不再考虑；解雇,3,5571,d:dismissed/p:dismissed/i:dismissing/3:dismisses
dismissal,"n. 免职, 解雇\n[经] 解雇",9,3842,s:dismissals
dismissive,a. 轻视的; 拒绝考虑的,9,9505,
dismissively,adv. 轻蔑地；不屑一顾地,0,13330,
dismount,v. (使)下马 [计] 卸载卷,9,17543,p:dismounted/i:dismounting/d:dismounted/3:dismounts
disobedience,"n. 不服从, 不孝, 违反",9,11110,
disobedient,"a. 不服从的, 不孝的, 违背的",0,17259,
disobey,"v. 违反, 不服从",3,17917,i:disobeying/p:disobeyed/d:disobeyed/3:disobeys
disorder,n.混乱，杂乱；骚乱,4,3673,s:disorders/d:disordered/i:disordering/p:disordered/3:disorders
disordered,"a. 混乱的, 发狂的, 害了病的",9,10760,1:dp/0:disorder/d:disordered
disorderly,"a. 无秩序的, 乱的, 骚乱的",9,11524,s:disorderlies
disorganization,"n. 组织的破坏, 解体, 瓦解\n[医] 结构破坏",0,22563,
disorganize,"vt. 破坏组织, 使混乱, 瓦解",9,26178,p:disorganized/d:disorganized/i:disorganizing/3:disorganizes
disorganized,a. 无组织的；紊乱的,0,15750,0:disorganize/d:disorganized/p:disorganized/i:disorganizing/3:disorganizes/s:disorganizes
disorient,"vt. 使失去方向, 使迷惑",0,24535,i:disorienting/p:disoriented/d:disoriented/s:disorients/3:disorients
disorientation,"n. 迷向, 迷惑\n[化] 解取向; 乱取向",9,15615,s:disorientations
disoriented,a. 无判断力的；分不清方向或目标的,9,19669,d:disoriented/0:disoriented/1:d
